level_2_text;level_2_index;source;type;comment;country;name;declared_unit;label_score
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/7b7d89db-c5eb-481a-bac5-b5a29c5de587;official;;Germany;Beton C20/25 XC1 XC2 F3 16 M ECOPact, Rezept Nummer DI3234-BNMK Version 1, Transportbetonwerk Wasserliesch, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/67ab96c8-77ea-466f-af58-f899f81d9bce;official;;Germany;Beton C20/25 XC1 XC2 F3 16 M ECOPact, Rezept Nummer DI3234-BNMS Version 1, Transportbetonwerk Merzig, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/4df93d82-ae87-407d-85d8-41df5210104a;official;;Germany;Beton C20/25 XC1 XC2 F3 16 M ECOPact, Rezept Nummer DI3234-BNMS Version 1, Transportbetonwerk Nonnweiler-Mariahütte, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/b548ffc4-3f8b-40aa-9250-0692f07d5ff0;official;;Germany;Beton C20/25 XC1 XC2 F3 16 M ECOPact, Rezept Nummer DI3234-BNZK Version 1, Transportbetonwerk Bergisch-Gladbach, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/31eda79b-d633-4b81-b261-509c37605390;official;;Germany;Beton C20/25 XC1 XC2 F3 16 M ECOPact, Rezept Nummer DI3234-BNZK Version 1, Transportbetonwerk Brüggen Bracht, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/f48853c7-38cf-44e1-ba68-456310b54bb9;official;;Germany;Beton C20/25 XC1 XC2 F3 16 M ECOPact, Rezept Nummer DI3234-BNZK Version 1, Transportbetonwerk Coesfeld, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/a7185d48-815e-4b0b-a12f-84a1ed0802f3;official;;Germany;Beton C20/25 XC1 XC2 F3 16 M ECOPact, Rezept Nummer DI3234-BNZK Version 1, Transportbetonwerk Dormagen, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/04323112-5aff-4527-83fd-1ba66a2ddec4;official;;Germany;Beton C20/25 XC1 XC2 F3 16 M ECOPact, Rezept Nummer DI3234-BNZK Version 1, Transportbetonwerk Kerpen, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/30158f86-d3f3-490f-8159-7618d2075a7b;official;;Germany;Beton C20/25 XC1 XC2 F3 16 M ECOPact, Rezept Nummer DI3234-BNZK Version 1, Transportbetonwerk Mönchengladbach, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/93efa55f-9e37-4d40-8f85-287b2bd4efb4;official;;Germany;Beton C20/25 XC1 XC2 F3 16 M ECOPact, Rezept Nummer DI3234-BNZK Version 1, Transportbetonwerk Troisdorf, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/f837f07f-e8e5-4c1b-9282-3963f55013a3;official;;Germany;Beton C20/25 XC1 XC2 F3 16 M ECOPact, Rezept Nummer NI3234-BHZK Version 1, Transportbetonwerk Babenhausen, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/c5f402e2-5d4b-4599-a3f0-25fa07f8a984;official;;Germany;Beton C20/25 XC1 XC2 F3 16 M ECOPact, Rezept Nummer NI3234-BHZS Version 1, Transportbetonwerk Büttelborn, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/086ba90a-c15e-4fc8-ae4d-d7b3f9f4bdc2;official;;Germany;Beton C20/25 XC1 XC2 F3 16 M ECOPact, Rezept Nummer NI3234-BHZS Version 1, Transportbetonwerk Ginsheim-Gustavsburg, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/2387b999-b79b-4dd2-aa53-4790e7a5f2e0;official;;Germany;Beton C20/25 XC1 XC2 F3 16 M ECOPact, Rezept Nummer NI3234-BHZS Version 1, Transportbetonwerk Herborn-Burg, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/e4b3e050-115c-4153-a77e-4b5209850a90;official;;Germany;Beton C20/25 XC1 XC2 F3 16 M ECOPactR, Rezept Nummer DI3234R-BHFR Version 1, Transportbetonwerk Frankfurt, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/0c407bf2-c1f2-4a26-ace4-9c0fb1117e3f;official;;Germany;Beton C25/30 XC4 XF1 XA1 F3 16 L ECOPact, Rezept Nummer DA4232-DHMK Version 1, Transportbetonwerk Düsseldorf-Rath, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/24484f95-db48-4d40-9b06-c08ab7b4cd51;official;;Germany;Beton C25/30 XC4 XF1 XA1 F3 16 L ECOPact R, Rezept Nummer DA4234R-DNZK Version 1, Transportbetonwerk Kerpen, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/02e4fdcc-84d7-4f19-95e6-e8d19de9d6ec;official;;Germany;Beton C25/30 XC4 XF1 XA1 F3 16 M EcoPact, Rezept Nummer DA4234-BNFR Version 1, Transportbetonwerk Heuchelheim, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/6da0d865-6db9-40fb-a469-c18a3d08c83a;official;;Germany;Beton C25/30 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA4234-DHFS Version 1, Transportbetonwerk Balve, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/0ef0451e-dbd5-4d71-b5c8-12b30d4375ba;official;;Germany;Beton C25/30 XC4 XF1 XA1 F3 16 M EcoPact, Rezept Nummer DA4234-DHFS Version 1, Transportbetonwerk Dortmund-Schüren, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/feb05e8e-2b45-4ef4-a7da-176902b97be2;official;;Germany;Beton C25/30 XC4 XF1 XA1 F3 16 M EcoPact, Rezept Nummer DA4234-DHFS Version 1, Transportbetonwerk Herne, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/0ebf7111-4d1d-47a9-96cd-2e969f0f96a3;official;;Germany;Beton C25/30 XC4 XF1 XA1 F3 16 M EcoPact, Rezept Nummer DA4234-DHFS Version 1, Transportbetonwerk Lünen, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/77a70b38-f4ff-4585-b978-496644fed389;official;;Germany;Beton C25/30 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA4234-DHFS Version 1, Transportbetonwerk Plettenberg, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/29af1842-d4a4-47cb-ad57-3004bad91f32;official;;Germany;Beton C25/30 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA4234-DHFS Version 1, Transportbetonwerk Radevormwald, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/92113bbb-ce28-4cd5-bc95-856678ba8d45;official;;Germany;Beton C25/30 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA4234-DHFS Version 1, Transportbetonwerk Wuppertal-Elberfeld, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/0230605f-3d91-4cac-8189-1f4c4298c271;official;;Germany;Beton C25/30 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA4234-DHMK Version 1, Transportbetonwerk Ahaus, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/e570e2a8-08ec-4171-9f29-f310126da7a5;official;;Germany;Beton C25/30 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA4234-DHMK Version 1, Transportbetonwerk Bocholt, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/60c2effa-6dfc-4625-b937-f212a6261704;official;;Germany;Beton C25/30 XC4 XF1 XA1 F3 16 M EcoPact, Rezept Nummer DA4234-DHMK Version 1, Transportbetonwerk Düsseldorf-Rath, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/c9ab9759-8c14-490f-863f-96f74fd9e394;official;;Germany;Beton C25/30 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA4234-DHMK Version 1, Transportbetonwerk Kalkar, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/2277a824-1018-4569-8c8e-34986a66fa2d;official;;Germany;Beton C25/30 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA4234-DHMK Version 1, Transportbetonwerk Mülheim, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/7c7f17df-1dfb-454e-a792-96b3b8665663;official;;Germany;Beton C25/30 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA4234-DHMK Version 1, Transportbetonwerk Oberhausen, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/754498b7-ae8e-446c-88e7-e31921031bba;official;;Germany;Beton C25/30 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA4234-DHMK Version 1, Transportbetonwerk Tönisvorst, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/a0ebffc1-302c-4638-9a33-f1b3f14775cb;official;;Germany;Beton C25/30 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA4234-DHMK Version 1, Transportbetonwerk Wesel, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/5456bb84-8efd-4367-b7f3-f08b6329b85a;official;;Germany;Beton C25/30 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA4234-DHMS Version 1, Transportbetonwerk Münster, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/8a810cf5-3503-48ee-840d-b58d7cb4c234;official;;Germany;Beton C25/30 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA4234-DHMS Version 1, Transportbetonwerk Unna, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/67eca33e-ed2b-435c-b07f-b1258fb0fd15;official;;Germany;Beton C25/30 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA4234-DHOS Version 1, Transportbetonwerk Lüdenscheid-Freisenberg, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/e7b87d20-a825-4308-8ffc-7c9c4326b873;official;;Germany;Beton C25/30 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA4234-DNFK Version 1, Transportbetonwerk Fulda, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/c6b65a9c-fc54-4b74-9040-cac5792c1468;official;;Germany;Beton C25/30 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA4234-DNFS Version 1, Transportbetonwerk Herborn-Burg, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/5fa068bb-72df-4f01-9a6c-d6c159623819;official;;Germany;Beton C25/30 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA4234-DNFS Version 1, Transportbetonwerk Marburg-Cappel, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/3f0159d5-2c15-441c-ac64-55dd38ec9df9;official;;Germany;Beton C25/30 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA4234-DNFS Version 1, Transportbetonwerk Merzig, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/495a37ac-479c-45ca-bed4-cb52fa1fa87f;official;;Germany;Beton C25/30 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA4234-DNFS Version 1, Transportbetonwerk Nonnweiler-Mariahütte, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/ae0dd216-af5b-436c-a991-14338ef11adf;official;;Germany;Beton C25/30 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA4234-DNFS Version 1, Transportbetonwerk Stadtallendorf, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/50d97298-1f18-404d-b94d-cef5d28f944c;official;;Germany;Beton C25/30 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA4234-DNFS Version 1, Transportbetonwerk Wilnsdorf, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/7a854919-e883-426e-9204-713191b151bd;official;;Germany;Beton C25/30 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA4234-DNMK Version 1, Transportbetonwerk Saarbrücken-Dudweiler, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/97a1ffb7-5633-4abf-a16d-c854e45db972;official;;Germany;Beton C25/30 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA4234-DNMK Version 1, Transportbetonwerk Saarwellingen, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/113fa11e-90d0-4cf6-b467-aa507bd22a3c;official;;Germany;Beton C25/30 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA4234-DNMK Version 1, Transportbetonwerk Trier, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/e128db97-d794-42aa-a98a-d594abb18de0;official;;Germany;Beton C25/30 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA4234-DNMK Version 1, Transportbetonwerk Wasserliesch, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/a2cbf41d-fdaa-4531-b455-16a1835b2d81;official;;Germany;Beton C25/30 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA4234-DNZK Version 1, Transportbetonwerk Aachen-Haaren, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/b49fc053-9325-4181-a35b-1ffa98af2f02;official;;Germany;Beton C25/30 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA4234-DNZK Version 1, Transportbetonwerk Bergisch-Gladbach, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/f2bf3e4b-10c5-4233-b475-6a8bd6092769;official;;Germany;Beton C25/30 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA4234-DNZK Version 1, Transportbetonwerk Brüggen Bracht, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/3aa28b10-b83e-46f4-beb6-c8e8d7c87334;official;;Germany;Beton C25/30 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA4234-DNZK Version 1, Transportbetonwerk Coesfeld, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/ba11346b-51c7-40cb-8e87-d8bd7ce97c3e;official;;Germany;Beton C25/30 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA4234-DNZK Version 1, Transportbetonwerk Dormagen, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/ed2c2bec-13e6-4b8c-914f-d83ea582a191;official;;Germany;Beton C25/30 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA4234-DNZK Version 1, Transportbetonwerk Kerpen, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/4a74f215-c56d-492d-b267-da2f41dd68bf;official;;Germany;Beton C25/30 XC4 XF1 XA1 F3 16 M EcoPact, Rezept Nummer DA4234-DNZK Version 1, Transportbetonwerk Langenfeld, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/e6f41a2a-9389-4b18-8141-44be45aec2fd;official;;Germany;Beton C25/30 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA4234-DNZK Version 1, Transportbetonwerk Mönchengladbach, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/8c22328e-02c8-4ac7-bc72-bb4a8a0ca6d8;official;;Germany;Beton C25/30 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA4234-DNZK Version 1, Transportbetonwerk Troisdorf, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/037f6652-34a2-4019-a360-535a6334313a;official;;Germany;Beton C25/30 XC4 XF1 XA1 F3 16 M EcoPact, Rezept Nummer DA4234-DSFS Version 1, Transportbetonwerk Frankfurt, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/16399c36-6984-41f0-a2c7-0535e541c16c;official;;Germany;Beton C25/30 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA4234-DSFS Version 1, Transportbetonwerk Ginsheim-Gustavsburg, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/56fb2493-cca0-4d84-ab5b-605ccdda701d;official;;Germany;Beton C25/30 XC4 XF1 XA1 F3 16 M EcoPact, Rezept Nummer DA4234-DSFS Version 1, Transportbetonwerk Mainz, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/7474e95c-6689-40ae-a304-1b1e8a5fc086;official;;Germany;Beton C25/30 XC4 XF1 XA1 F3 16 M EcoPact, Rezept Nummer DA4234R-DHNR Version 1, Transportbetonwerk Lünen, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/a67c2ecf-9552-4633-9357-63395edcf6f3;official;;Germany;Beton C25/30 XC4 XF1 XA1 F3 16 M EcoPact, Rezept Nummer DA4234R-DHNS Version 1, Transportbetonwerk Dortmund-Schüren, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/a3f8b417-db5f-4f97-bad5-7bd8a0df617d;official;;Germany;Beton C25/30 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer NA4234-DHZK Version 1, Transportbetonwerk Babenhausen, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/f913d8b1-3696-48e6-92cd-d8a083b81319;official;;Germany;Beton C25/30 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer NA4234-DHZS Version 1, Transportbetonwerk Büttelborn, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/83b64b51-6543-4fec-bcc1-5da7b036ee7c;official;;Germany;Beton C25/30 XC4 XF1 XA1 F3 16 M ECOPactR, Rezept Nummer DA4234R-DHFR Version 1, Transportbetonwerk Frankfurt, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/80c96a86-e790-49c7-9aa6-a447ad43f2bf;official;;Germany;Beton C25/30 XC4 XF1 XA1 F3 32 L EcoPact, Rezept Nummer DA4332-DHMK Version 1, Transportbetonwerk Düsseldorf-Rath, Germany;m3;B
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/490690ea-45f0-4c41-b212-ae8586a6b0d8;official;;Germany;Beton C25/30 XC4 XF1 XA1 F3 32 L EcoPact, Rezept Nummer DA4332-DHZS Version 1, Transportbetonwerk Dortmund-Schüren, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/b40fd026-f487-49bb-82d4-98a34020705d;official;;Germany;Beton C25/30 XC4 XF1 XA1 F3 32 L EcoPact, Rezept Nummer DA4332-DHZS Version 1, Transportbetonwerk Herne, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/7e70f5ba-3bb1-447b-938e-32f9d42878d7;official;;Germany;Beton C25/30 XC4 XF1 XA1 F3 32 L EcoPact, Rezept Nummer DA4332-DHZS Version 1, Transportbetonwerk Lünen, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/8ff45674-34e0-4ef3-8899-8417f1916a8c;official;;Germany;Beton C25/30 XC4 XF1 XA1 F3 32 M EcoPact, Rezept Nummer DA4334-DHFS Version 1, Transportbetonwerk Balve, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/afea82d7-88da-4af2-9d52-90c503668637;official;;Germany;Beton C25/30 XC4 XF1 XA1 F3 32 M EcoPact, Rezept Nummer DA4334-DHFS Version 1, Transportbetonwerk Dortmund-Schüren, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/b9fa123a-640f-44da-b125-bbe24c22e967;official;;Germany;Beton C25/30 XC4 XF1 XA1 F3 32 M EcoPact, Rezept Nummer DA4334-DHFS Version 1, Transportbetonwerk Herne, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/d65f5459-deed-4f69-a53b-80f225b382af;official;;Germany;Beton C25/30 XC4 XF1 XA1 F3 32 M EcoPact, Rezept Nummer DA4334-DHFS Version 1, Transportbetonwerk Lünen, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/236dd4ac-341b-4b66-8acd-785b2ff9b40c;official;;Germany;Beton C25/30 XC4 XF1 XA1 F3 32 M EcoPact, Rezept Nummer DA4334DHFS Version 1, Transportbetonwerk Plettenberg, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/7eeb2778-969a-45c5-808d-ac85a176ca7b;official;;Germany;Beton C25/30 XC4 XF1 XA1 F3 32 M EcoPact, Rezept Nummer DA4334-DHFS Version 1, Transportbetonwerk Radevormwald, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/c8d2e691-4f08-4cb5-bac7-1ef9461a0670;official;;Germany;Beton C25/30 XC4 XF1 XA1 F3 32 M EcoPact, Rezept Nummer DA4334-DHFS Version 1, Transportbetonwerk Wuppertal-Elberfeld, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/43bac898-0af6-4dbf-91e7-6f94ed8bb82e;official;;Germany;Beton C25/30 XC4 XF1 XA1 F3 32 M EcoPact, Rezept Nummer DA4334-DHMK Version 1, Transportbetonwerk Ahaus, Germany;m3;C
Cement;3;https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/c391de0f-2cfd-47ea-8883-c661d294e2ba/processes/89e9804e-c433-4de1-9322-ef302d5c8e4c;official;;Germany;Beton C25/30 XC4 XF1 XA1 F3 32 M EcoPact, Rezept Nummer DA4334-DHMK Version 1, Transportbetonwerk Bocholt, Germany;m3;C
